date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-09-02 00:00:00,16.5,14,19,0.7,,,12.8,,1002.8,
2025-09-03 00:00:00,18.3,16,21,17,,,20.7,,997.4,
2025-09-04 00:00:00,16.7,15,20,5.6,,,16.9,,1006.3,
2025-09-05 00:00:00,17.2,12,22,0,,,11.5,,1019.1,
2025-09-06 00:00:00,18.4,13,23,0,,,15.2,,1018.2,
2025-09-07 00:00:00,20.5,17,26,0,,,18.1,,1009.2,
2025-09-08 00:00:00,17.7,15,22,0,,,13.5,,1015.7,
2025-09-09 00:00:00,16.7,11,21,0.1,,,9.1,,1015.2,
2025-09-10 00:00:00,16,14,18,6.5,,,17.2,,1003,
2025-09-11 00:00:00,14.8,13,20,1,,,18.1,,1003.1,
2025-09-12 00:00:00,14.6,12,20,0.3,,,19.2,,1009.7,
2025-09-13 00:00:00,14.5,12,18,1.5,,,14.3,,1008.8,
2025-09-14 00:00:00,14.6,10,18,7.3,,,14.2,,1008.3,
2025-09-15 00:00:00,16.8,15,19,0,,,33.1,,1004.8,
2025-09-16 00:00:00,15.8,13,19,0,,,24.3,,1016.5,
2025-09-17 00:00:00,16.8,14,19,1.9,,,18.1,,1016.8,
2025-09-18 00:00:00,19.5,17,22,0.1,,,18.4,,1018.7,
2025-09-19 00:00:00,20,16,27,0.7,,,11,,1017.3,
2025-09-20 00:00:00,17.4,14,22,0,,,17.4,,1009.3,
2025-09-21 00:00:00,13.1,11,16,0,,,16.5,,1017.2,
2025-09-22 00:00:00,11.9,8,16,0,,,11.6,,1026.3,
2025-09-23 00:00:00,12,7,16,0.6,,,9.9,,1027.9,
2025-09-24 00:00:00,13.5,10,17,0,,,12.5,,1026.6,
2025-09-25 00:00:00,13.8,10,18,0,,,14,,1024.4,
2025-09-26 00:00:00,12.9,11,16,0,,,10.2,,1021.7,
2025-09-27 00:00:00,13.9,10,17,0,,,10.7,,1019.9,
2025-09-28 00:00:00,13.8,11,17,0.2,,,7.3,,1020.6,
2025-09-29 00:00:00,13.5,8,19,0,,,5.5,,1025,
2025-09-30 00:00:00,14.5,10,19,0,,,4.3,,1025.9,
2025-10-01 00:00:00,14.4,11,19,0,,,7.5,,1027.1,
2025-10-02 00:00:00,14.8,10,19,0,,,10,,1022.6,
2025-10-03 00:00:00,16.6,14,18,12.4,,,19.3,,1008.1,
2025-10-04 00:00:00,13.8,12,18,3.2,,,31.9,,1000.5,
2025-10-05 00:00:00,13.8,11,17,0,,,23.6,,1015.4,
2025-10-06 00:00:00,15.4,11,21,0,,,14.5,,1023.7,
2025-10-07 00:00:00,15,13,18,0,,,11.2,,1024,
2025-10-08 00:00:00,14.8,13,17,0.2,,,4.6,,1023.5,
2025-10-09 00:00:00,13.5,11,15,0,,,5.4,,1027.8,
2025-10-10 00:00:00,14.7,14,15,0,,,3.5,,1033.2,
2025-10-11 00:00:00,13.4,11,16,0,,,4.6,,1034.2,
2025-10-12 00:00:00,12.2,9,16,0,,,8.2,,1032.1,
2025-10-13 00:00:00,14.5,13,16,0,,,11.4,,1029.5,
2025-10-14 00:00:00,12.4,11,14,0,,,9.6,,1029.9,
2025-10-15 00:00:00,12.1,11,14,0,,,9.5,,1029.6,
2025-10-16 00:00:00,13.3,11,16,0,,,9.3,,1027.5,
2025-10-17 00:00:00,13.5,12,15,0,,,8.5,,1026.1,
2025-10-18 00:00:00,13,11,16,0,,,13.8,,1022.8,
2025-10-19 00:00:00,13.8,12,16,5.5,,,14.7,,1005,
2025-10-20 00:00:00,14.1,13,16,3.8,,,12.4,,989.4,
2025-10-21 00:00:00,13.7,12,16,0.5,,,19,,992.2,
2025-10-22 00:00:00,12.1,10,15,9.6,,,9.8,,994.9,
2025-10-23 00:00:00,10.3,8,13,27.7,,,25.9,,985.7,
2025-10-24 00:00:00,9.8,7,13,0,,,22.6,,999,
2025-10-25 00:00:00,10.2,8,12,1.8,,,21.2,,1002.5,
2025-10-26 00:00:00,8.7,6,11,0.6,,,22.6,,1007.9,
2025-10-27 00:00:00,12.2,10,14,0,,,23.7,,1006.1,
2025-10-28 00:00:00,13.3,12,15,0,,,20.5,,1006.6,
2025-10-29 00:00:00,11.6,8,13,5.6,,,11.3,,1000.4,
2025-10-30 00:00:00,10.5,7,14,0,,,15,,1006.2,
2025-10-31 00:00:00,15.1,13,16,3,,,18.8,,1002,
2025-11-01 00:00:00,13.3,10,16,5.4,,,18.6,,1002,
2025-11-02 00:00:00,9.9,8,13,0.7,,,13,,1008.4,
2025-11-03 00:00:00,13.8,8,16,1.4,,,20.2,,1012.5,
2025-11-04 00:00:00,15.1,14,17,0,,,17.8,,1011.2,
2025-11-05 00:00:00,16,15,17,0,,,13.8,,1007.8,
2025-11-06 00:00:00,15.8,14,17,12.5,,,6.9,,1005.8,
2025-11-07 00:00:00,14,13,16,0.4,,,10.9,,1005.8,
2025-11-08 00:00:00,12.5,9,15,0.2,,,10.9,,1012.7,
2025-11-09 00:00:00,11.6,8,15,0,,,10.7,,1014.9,
2025-11-10 00:00:00,12.5,10,14,5.6,,,13.3,,1005.6,
2025-11-11 00:00:00,13.2,9,15,0.2,,,15.2,,1005.7,
2025-11-12 00:00:00,14.9,13,17,0.6,,,12.4,,1003.4,
2025-11-13 00:00:00,14.8,13,18,5.3,,,10.8,,1006,
2025-11-14 00:00:00,13.4,13,14,14.8,,,15.4,,1001.5,
2025-11-15 00:00:00,12.1,11,13,0,,,7.8,,1007.8,
2025-11-16 00:00:00,9.5,7,10,0.4,,,13.2,,1012.2,
2025-11-17 00:00:00,6.2,3,8,0,,,12.9,,1021.9,
2025-11-18 00:00:00,4.5,1,7,0.2,,,13.4,,1016.8,
2025-11-19 00:00:00,4.2,2,6,3.6,,,17.6,,1008.1,
2025-11-20 00:00:00,2.4,0,4,0,,,15.2,,1014.7,
2025-11-21 00:00:00,3.4,2,7,0,,,9.1,,1025.6,
2025-11-22 00:00:00,6.8,2,8,7.8,,,13.6,,1017.6,
2025-11-23 00:00:00,8.6,7,11,6.1,,,18,,999.7,
2025-11-24 00:00:00,6.7,6,7,1.1,,,12.9,,994.2,
2025-11-25 00:00:00,5.7,4,7,0,,,13.2,,1013.2,
2025-11-26 00:00:00,5,1,9,0.9,,,9.2,,1021.3,
2025-11-27 00:00:00,12.4,9,14,1.4,,,17.6,,1013.8,
2025-11-28 00:00:00,11.3,10,13,0,,,15.5,,1010.9,
2025-11-29 00:00:00,9.7,5,12,4.3,,,17.6,,1002.6,
2025-11-30 00:00:00,6.4,4,9,0,,,15,,1012.2,
2025-12-01 00:00:00,10.6,8,12,5.9,,,23.4,,1002.8,
2025-12-02 00:00:00,9.4,8,11,0.4,,,11.7,,1002.6,
2025-12-03 00:00:00,7.9,6,11,0,,,8.7,,1007.4,
2025-12-04 00:00:00,7.3,4,8,5.5,,,15,,999.2,
2025-12-05 00:00:00,6.4,3,10,10.2,,,14.3,,1002.6,
2025-12-06 00:00:00,11,10,13,3.5,,,19,,996.5,
2025-12-07 00:00:00,11.7,8,15,4.1,,,16.9,,1001,
2025-12-08 00:00:00,12.9,11,15,3.2,,,14.2,,1008,
2025-12-09 00:00:00,13.4,12,15,5.6,,,20.9,,1004.8,
2025-12-10 00:00:00,11.6,10,14,0,,,16.8,,1015.2,
2025-12-11 00:00:00,10.1,8,12,0,,,11.9,,1018.5,
2025-12-12 00:00:00,10.8,9,13,0.2,,,11.5,,1017.4,
2025-12-13 00:00:00,8,6,11,0,,,8.1,,1026.6,
2025-12-14 00:00:00,9.5,7,11,0,,,15.3,,1018.4,
2025-12-15 00:00:00,10.9,10,11,0,,,15.6,,1006.8,
2025-12-16 00:00:00,10.2,7,13,0.6,,,10,,1009.2,
2025-12-17 00:00:00,7.3,3,11,1.6,,,12.7,,1014.4,
2025-12-18 00:00:00,11.5,11,13,14.6,,,20.6,,1004.9,
2025-12-19 00:00:00,9.3,7,12,0.1,,,13.4,,1014.8,
2025-12-20 00:00:00,7.6,5,10,0,,,8.6,,1012.2,
2025-12-21 00:00:00,9.1,8,10,4.4,,,12.1,,1007,
2025-12-22 00:00:00,8.9,8,10,0.2,,,10.1,,1008,
2025-12-23 00:00:00,7.5,7,9,0,,,17.8,,1018,
2025-12-24 00:00:00,5.4,4,7,0,,,24.5,,1030.9,
2025-12-25 00:00:00,4.6,4,6,0,,,24.1,,1028.4,
2025-12-26 00:00:00,5,4,6,0,,,15.2,,1029.4,
2025-12-27 00:00:00,5.6,2,8,0,,,14.8,,1034.1,
2025-12-28 00:00:00,6.8,5,7,0,,,14.5,,1032,
2025-12-29 00:00:00,5.7,4,7,0,,,12,,1029,
2025-12-30 00:00:00,4.8,2,7,0,,,10.7,,1033.2,
2025-12-31 00:00:00,1.7,0,5,0,,,9.8,,1028.2,
